시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
성요셉 무료급식소,인천광역시 남동구 인주대로 898,인천광역시 남동구 만수6동 1007,남동장애인종합복지관,032-472-4004,남동장애인종합복지관,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,11:00-12:00,월+화+수+목+금,1997-01-01,,37.4478231,126.737056,2020-09-21,3530000,인천광역시 남동구
성산효 마을봉사단,인천광역시 남동구 석정로 552,인천광역시 남동구 간석4동 606,성산종합사회복지관,032-437-2500,성산종합사회복지관,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,11:00-12:00,월+화+수+목+금,2016-01-04,,37.465821,126.6972037457,2020-09-21,3530000,인천광역시 남동구
남동구노인복지관,인천광역시 남동구 문화서로62번길 13,인천광역시 남동구 구월동 1114-12,남동구노인복지관,032-435-1950,남동구노인복지관,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,11:30-13:00,월+화+수+목+금,2004-04-04,,37.4510095613,126.697239,2020-09-21,3530000,인천광역시 남동구
충효사회복지센터,인천광역시 남동구 만수로 90,인천광역시 남동구 만수동 5-376,충효사회복지센터,032-467-7301,충효사회복지센터,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,11:00-12:00,월+화+수+목+금,,,37.4631161078,126.736847,2020-09-21,3530000,인천광역시 남동구
사랑의 나눔터,인천광역시 남동구 백범로 203,인천광역시 남동구 만수동 897-2,대흥사회복지센터,032-465-7307,대흥사회복지센터,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,16:30-17:00,화+수+목+금+토,,,37.4594529007,126.7261967931,2020-09-21,3530000,인천광역시 남동구
인천고잔사랑의무료급식,인천광역시 남동구 앵고개로 697번길 41,인천광역시 남동구 고잔동 310-4,인천고잔감리교회,032-442-6401,인천고잔감리교회,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,11:30-12:30,화+수+목,2008-03-24,,37.3912065151,126.7150567655,2020-09-21,3530000,인천광역시 남동구
논현무료급식,인천광역시 남동구 포구로 70,인천광역시 남동구 논현동 68-20,논현감리교회,032-446-6266,논현감리교회,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,11:00-12:00,목+금+토,,,37.405135,126.7366397,2020-09-21,3530000,인천광역시 남동구
남동구서창LH1단지무료급식소,인천광역시 남동구 서창남순환로 124-14,인천광역시 남동구 서창동 636,남동구서창LH1단지무료급식소,070-4206-6806,남동구서창LH1단지무료급식소,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,11:30-12:30,월+화+수+목+금,2017-03-27,,37.43042634,126.7438364,2020-09-21,3530000,인천광역시 남동구
송이무료급식소,인천광역시 남동구 구월말로 59,인천광역시 남동구 만수동 912-16,재단법인 송이,032-467-7303,송이무료급식소,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,10:30-11:30,월+화+수+목+금,2019-01-01,,37.4543626,126.7247717,2020-09-21,3530000,인천광역시 남동구
구세군 모산나눔의 집,충청남도 아산시 배방읍 배방로 57-7,충청남도 아산시 배방읍 공수리 262-7,구세군 모산나눔의 집,041-534-0601,구세군 모산나눔의 집,"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),월+화+수+목+금,,,36.7721353,127.0556717,2020-09-14,4520000,충청남도 아산시
대한노인회 아산시지회,충청남도 아산시 남산로 30,충청남도 아산시 온천동 206-60,대한노인회 아산시지회,041-545-2408,대한노인회 아산시지회,"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),월+화+목+금,,,36.7811829,126.9968889,2020-09-14,4520000,충청남도 아산시
따사모 봉사단,충청남도 아산시 온천대로 1496,충청남도 아산시 온천동 56-9,따사모 봉사단,041-549-7477,온양온천역 하부공간 (월요일),"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),"2,3,4주 월",,,36.7804683,127.0034511,2020-09-14,4520000,충청남도 아산시
아산시번영회,충청남도 아산시 온천대로 1496,충청남도 아산시 온천동 56-9,아산시번영회,041-545-2009,온양온천역 하부공간 (화요일),"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),화,,,36.7804683,127.0034511,2020-09-14,4520000,충청남도 아산시
나눔과 기쁨 아산지부,충청남도 아산시 온천대로 1496,충청남도 아산시 온천동 56-9,나눔과 기쁨 아산지부,041-541-5080,온양온천역 하부공간 (수요일),"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),수,,,36.7804683,127.0034511,2020-09-14,4520000,충청남도 아산시
아산 상록회,충청남도 아산시 온천대로 1496,충청남도 아산시 온천동 56-9,아산 상록회,041-542-8893,온양온천역 하부공간 (목요일),"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),목,,,36.7804683,127.0034511,2020-09-14,4520000,충청남도 아산시
해피데이,충청남도 아산시 온천대로 1496,충청남도 아산시 온천동 56-9,해피데이,,온양온천역 하부공간 (금요일),"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),금,,,36.7804683,127.0034511,2020-09-14,4520000,충청남도 아산시
아산서부사회복지관,충청남도 아산시 도고면 도고면로 110번길 16,충청남도 아산시 도고면 기곡리 264-17,아산서부사회복지관,041-541-2020,아산서부사회복지관,"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),월+화+수+목+금,,,36.7569541,126.8800547,2020-09-14,4520000,충청남도 아산시
아산시노인종합복지관,충청남도 아산시 남산로 10(온천동266-35),충청남도 아산시 온천동 266-35,아산시노인종합복지관,041-544-1401,아산시노인종합복지관,"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),월+화+수+목+금,,,36.78208492,126.9951151,2020-09-14,4520000,충청남도 아산시
온주종합사회복지관,충청남도 아산시 외암로 1420(읍내동),충청남도 아산시 읍내동 206,온주종합사회복지관,041-544-7411,온주종합사회복지관,"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),월+화+수+목+금,,,36.76387873,127.0149345,2020-09-14,4520000,충청남도 아산시
음봉산동종합복지관,충청남도 아산시 음봉면 산동안길 16,충청남도 아산시 음봉면 산동리 420-11,음봉산동종합복지관,041-534-7951,음봉산동종합복지관,"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),월+화+수+목+금,,,36.83070304,127.0960326,2020-09-14,4520000,충청남도 아산시
탕정종합사회복지관,충청남도 아산시 탕정면 탕정로 22-37,충청남도 아산시 탕정면 용두리 522-1,탕정종합사회복지관,041-543-7400,탕정종합사회복지관,"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),월+화+수+목+금,,,36.8002714,127.0520938,2020-09-14,4520000,충청남도 아산시
아산시동부노인복지관,충청남도 아산시 배방읍 순천향로 1060,충청남도 아산시 배방읍 공수리 1037,아산시동부노인복지관,041-533-7722,아산시동부노인복지관,"기초수급자 노인, 차상위계층 노인, 저소득 독거노인",중식(12:00~13:00),월+화+수+목+금,,,36.76369166,127.0380247,2020-09-14,4520000,충청남도 아산시
동제주종합복지관,제주특별자치도 제주시 구좌읍 평대12길 15,,동제주종합복지관,064-784-8281,동제주종합복지관,노인,11:45-13:30,화,,,33.5230046,126.8487514,2020-07-01,6510000,제주특별자치도 제주시
제주원광재가노인복지센터,제주특별자치도 제주시 애월읍 하귀미수동길 19,,제주원광재가노인복지센터,064-799-7785,제주원광재가노인복지센터,노인,11:00-13:00,목,,,33.4811718,126.4007996,2020-07-01,6510000,제주특별자치도 제주시
서부종합사회복지관,제주특별자치도 제주시 한림읍 한림상로 207,,서부종합사회복지관,064-796-9091,서부종합사회복지관,노인,12:00-13:00,목,,,33.4168842873,126.2683501583,2020-07-01,6510000,제주특별자치도 제주시
방어진노인복지관,울산광역시 동구 꽃바위로 356,울산광역시 동구 방어동 125-1,방어진노인복지관,052-700-4135,방어진노인복지관,60세이상 독거노인 및 결식우려 노인,중식(12:00-13:00),월+화+수+목+금,2016-12-26,,35.48775711,129.4260207,2020-07-31,6310000,울산광역시
동구노인복지관,울산광역시 동구 명덕6길 33,울산광역시 동구 서부동 113-190,동구노인복지관,052-252-2118,동구노인복지관,60세이상 독거노인 및 결식우려 노인,중식(12:00-13:00),월+화+수+목+금,2006-03-01,,35.524626,129.431459,2020-07-31,6310000,울산광역시
전하노인복지관,울산광역시 동구 진성12길 120,울산광역시 동구 전하동 635-5,동구노인복지관,052-716-0030,전하노인복지관,60세이상 독거노인 및 결식우려 노인,중식(12:00-13:00),월+화+수+목+금,2007-07-09,,35.51061768,129.4274887,2020-07-31,6310000,울산광역시
복지경로식당,울산광역시 동구 봉수로 24,울산광역시 동구 방어동 914-3,동구여성자원봉사회,052-236-0851,복지경로당,60세이상 독거노인 및 결식우려 노인,중식(12:00-13:00),월+화+수+목+금,1999-11-01,,35.489811,129.417091,2020-07-31,6310000,울산광역시
화정주공경로식당,울산광역시 동구 월봉10길 14,울산광역시 동구 화정동 862-2,동구여성자원봉사회,052-236-8965,화정주공경로당,60세이상 독거노인 및 결식우려 노인,중식(12:00-13:00),월+화+수+목+금,1998-11-01,,35.49460321,129.4194749,2020-07-31,6310000,울산광역시
서부경로식당,울산광역시 동구 남목5길 16,울산광역시 동구 서부동 482-30,동구여성자원봉사회,052-252-1525,서부경로당 2층,60세이상 독거노인 및 결식우려 노인,중식(12:00-13:00),월+화+수+목+금,1999-11-01,,35.540663,129.422913,2020-07-31,6310000,울산광역시
태봉노인복지관,광주광역시 북구 서암대로 132번길 11-10(신안동),광주광역시 북구 신안동 234-10,한국청소년인권센터,062-266-7727,태봉노인복지관,저소득층독거노인,중식(12:00-13:00),월~금,2015-10-19,,35.169196,126.8990823,2020-06-30,3620000,광주광역시 북구
동암교회,광주광역시 북구 동운로 213번길 22(운암동),광주광역시 북구 운암동 865,동암교회,062-513-7620,동암교회,저소득층독거노인,중식(12:00-13:00),월~금,2005-04-11,,35.175116,126.873896,2020-06-30,3620000,광주광역시 북구
예은교회,광주광역시 북구 군왕로 168번길 50(두암동),광주광역시 북구 두암동 54-5,예은교회,062-263-8004,예은교회,저소득층독거노인,중식(12:00-13:00),월~금,2007-01-01,,35.17553339,126.936276,2020-06-30,3620000,광주광역시 북구
광주중앙교회,광주광역시 북구 북문대로 70(운암동),광주광역시 북구 운암동 65-6,광주중앙교회,062-523-9419,광주중앙교회,저소득층독거노인,중식(12:00-13:00),월~금,2011-07-01,,35.17746545,126.878951,2020-06-30,3620000,광주광역시 북구
중앙장로교회,광주광역시 북구 우치로219(오치동),광주광역시 북구 오치동 865-14,중앙장로교회,062-265-1389,중앙장로교회,저소득층독거노인,중식(12:00-13:00),월~금,2017-01-01,,35.18451618,126.9056858,2020-06-30,3620000,광주광역시 북구
더불어락노인복지관,광주광역시 광산구 목련로 156(운남동),광주광역시 광산구 운남동 799-1,더불어락노인복지관,062-959-9004,더불어락노인복지관,결식우려가 있는 저소득층 노인,중식(11:30~12:30),월~토(법정 공휴일제외),2020-01-01,2020-12-31,35.1714407459,126.8159420795,2020-07-10,3630000,광주광역시 광산구
행복나루노인복지관,광주광역시 광산구 송정로 52번길 20(도산동),광주광역시 광산구 도산동 925-1,행복나루노인복지관,062-942-3663,행복나루노인복지관,결식우려가 있는 저소득층 노인,중식(11:40~12:40),월~토(법정 공휴일제외),2020-01-01,2020-12-31,35.1348590779,126.7951506782,2020-07-10,3630000,광주광역시 광산구
송광종합사회복지관,광주광역시 광산구 우산로 17,광주광역시 광산구 우산동 1603-1,송광종합사회복지관,062-941-8248,송광종합사회복지관,결식우려가 있는 저소득층 노인,중식(10:30~12:30),월~토(법정 공휴일제외),2020-01-01,2020-12-31,35.1598235851,126.8041452439,2020-07-10,3630000,광주광역시 광산구
하남종합사회복지관,광주광역시 광산구 월곡산정로 12,광주광역시 광산구 우산동 1571-1,하남종합사회복지관,062-951-0701,하남종합사회복지관,결식우려가 있는 저소득층 노인,중식(11:40~12:20),월~토(법정 공휴일제외),2020-01-01,2020-12-31,35.1663165195,126.8038635,2020-07-10,3630000,광주광역시 광산구
경로식당 무료급식(동점마을쉼터),강원도 태백시 방터골2길 9-17,강원도 태백시 동점동 72-10,동점마을쉼터,033-582-7383,동점마을쉼터,65세 이상 결식우려 노인,점심시간,수+목,,,37.0991574,129.047353,2020-07-13,4220000,강원도 태백시
경로식당 무료급식(장성중앙교회),강원도 태백시 보드미길 31,강원도 태백시 장성동 150-40,장성중앙교회,033-581-6238,장성중앙교회,65세 이상 결식우려 노인,점심시간,수+목,,,37.1026845,129.0069988019,2020-07-13,4220000,강원도 태백시
경로식당 무료급식(태백순복음교회),강원도 태백시 학마을길 101,강원도 태백시 황지동 180-107,태백순복음교회,033-552-3859,태백순복음교회,65세 이상 결식우려 노인,점심시간,목,,,37.1526963,128.9861568448,2020-07-13,4220000,강원도 태백시
경로식당 무료급식(태백지역자활센터),강원도 태백시 태백로 398-8,강원도 태백시 화전동 120-1,태백지역자활센터,033-553-8888,대한노인회 태백시지회,65세 이상 결식우려 노인,점심시간,금,,,37.2011561,128.958622,2020-07-13,4220000,강원도 태백시
경로식당 무료급식(황지성당),강원도 태백시 먹거리 1길 10,강원도 태백시 황지동 252-2,원주교구 황지성당,033-552-2427,황지성당,65세 이상 결식우려 노인,점심시간,금,,,37.1739219167,128.9888939444,2020-07-13,4220000,강원도 태백시
햇빛나눔노인복지센터(사랑의도시락),강원도 태백시 서학1길 23-22,강원도 태백시 황지동 416,사랑의도시락,033-552-6463,도시락 배달,저소득 재가노인,점심시간,매일 배달,2020-01-01,2020-12-31,37.15524125,128.979607,2020-07-13,4220000,강원도 태백시
서귀포종합사회복지관,제주특별자치도 서귀포시 태평로512번길 9,제주특별자치도 서귀포시 동홍동 353-1,서귀포종합사회복지관,064-762-0211,서귀포시노인복지회관,가정형편이 어렵거나 식사를 거를 우려가 있는 60세이상 노인,중식(11:30~13:00),매주 월. 수. 금,,,33.24995375,126.5742209,2020-06-23,6520000,제주특별자치도 서귀포시
서귀포교회,제주특별자치도 서귀포시 동홍로 56,제주특별자치도 서귀포시 동홍동 441-1,서귀포교회,064-733-6111,서귀포교회,가정형편이 어렵거나 식사를 거를 우려가 있는 60세이상 노인,중식(11:30~13:00),매주 목,,,33.2537770823,126.5680683470,2020-06-23,6520000,제주특별자치도 서귀포시
동부종합사회복지관,제주특별자치도 서귀포시 성산읍 일출로 14-11,제주특별자치도 서귀포시 성산읍 고성리 1108,동부종합사회복지관,064-783-0364,동부종합사회복지관. 표선생활체육관. 남원생활체육관,가정형편이 어렵거나 식사를 거를 우려가 있는 60세이상 노인,중식(11:30~13:00),10월~11월(주1회),,,33.4466838299,126.9132023564,2020-06-23,6520000,제주특별자치도 서귀포시
서귀포시서부종합사회복지관,제주특별자치도 서귀포시 대정읍 신영로 23,제주특별자치도 서귀포시 대정읍 하모리 1191-1,서귀포시서부종합사회복지관,064-792-0164,서귀포시서부종합사회복지관,가정형편이 어렵거나 식사를 거를 우려가 있는 60세이상 노인,중식(11:30~13:00),매주 화. 금,,,33.22390252,126.2478797,2020-06-23,6520000,제주특별자치도 서귀포시
사랑의집,서울특별시 노원구 덕릉로 115다길 68,서울특별시 노원구 상계동 65-36,사랑의집,02-3391-0228,당고개 2번출구앞,저소득 노인,12:00~+코로나19관련 현재 미운영,화+수+금+토+일+코로나19관련 현재 미운영,,,37.6698384847,127.078938,2020-07-08,3100000,서울특별시 노원구
서울기능장애인협회 노원지부,서울특별시 노원구 한글비석로 182,서울특별시 노원구 하계동 9-5,서울기능장애인협회 노원지부,02-974-1148,협회식당,장애인,11:30 ~,월~금,,,37.643746,127.076731,2020-07-08,3100000,서울특별시 노원구
참아름교회,서울특별시 노원구 노원구 공릉로 351,서울특별시 노원구 하계1동 284,참아름교회,02-974-4443,"참아름교회 2,3층",저소득 노인,12:00 ~,월~일,,,37.637529,127.069874,2020-07-08,3100000,서울특별시 노원구
아름다운 세상 모두함께,서울특별시 노원구 상계로37길 11,서울특별시 노원구 상계동 111-267,아름다운 세상 모두함께,02-556-1333,1층 식당,"결식 노인,노숙자",화목(17:30~)+토(12:00~),화+목+토,,,37.670955,127.079221,2020-07-08,3100000,서울특별시 노원구
경로식당,전라남도 무안군 일로읍 삼일로 493,전라남도 무안군 일로읍 월암리 214-2,무안군종합사회복지관,061-283-1888,무안군종합사회복지관 내 경로식당,결식우려 저소득 노인,11:40~12:30,월+수+금,2018-01-01,,34.85095027,126.4900989,2020-07-09,4950000,전라남도 무안군
경로식당,전라남도 무안군 무안읍 창포로 4,전라남도 무안군 무안읍 교촌리 127-4,(사)대한노인회 무안군지회,061-452-8567,무안군노인복지회관 내 경로식당,결식우려 저소득 노인,11:30~12:00,월+수+금,2018-01-01,,34.99033857,126.4728549,2020-07-09,4950000,전라남도 무안군
지산종합사회복지관,"대구광역시 수성구 용학로 325 (지산동, 지산5단지아파트)",대구광역시 수성구 지산동 1297,보림,053-781-5156,지산종합사회복지관,"어르신, 기초수급자",중식(11:30~12:30),"월,금",,,35.82406842,128.6425205,2020-07-06,6270000,대구광역시
범어교회,대구광역시 수성구 청호로84길 71(범어동),대구광역시 수성구 범어동 98-1,범어교회,053-667-8801,동대구역,"노숙자, 어르신",석식(17:00~18:00),화,,,35.85291374,128.6405362,2020-07-06,6270000,대구광역시
동신교회,대구광역시 수성구 교학로4길 39 (만촌동),대구광역시 수성구 만촌동 856-4,동신교회,053-756-1701,도시락배달,"노숙자, 어르신",중식(12:00~13:00),화,,,35.8547788,128.6507608,2020-07-06,6270000,대구광역시
드림교회,대구광역시 수성구 용학로50길 46 (지산동),대구광역시 수성구 지산동 1210-5,드림교회,053-782-3232,수성못,"노숙자, 어르신",중식(12:00~13:00),토,,,35.81873116,128.6353028,2020-07-06,6270000,대구광역시
사랑해밥차,대구광역시 달서구 대명천로 28,대구광역시 달서구 성당동 202-41,(사)사랑해밥차,053-628-0828,두류공원 외,노인 및 취약계층,09:00-14:00,화+수+목+금,,,35.8390832,128.5561437,2020-07-06,6270000,대구광역시
어울림자원봉사센터,대구광역시 달서구 와룡로2길 42(본동),대구광역시 달서구 본동 1094-1,어울림자원봉사센터,053-628-8204,어울림자원봉사센터 내 식당,노인 및 취약계층,10:00-14:00,수+토,,,35.8339287,128.5400992,2020-07-06,6270000,대구광역시
나눔공동체우리집,대구광역시 달서구 월곡로26길 15-4(상인동),대구광역시 달서구 상인동 1202-1,나눔공동체우리집,070-4606-6046,나눔공동체 우리집 내 식당,노인 및 취약계층,"10:30-17:00,12:00-13:00(일요일)",월+화+수+금+토+일,,,35.8088304,128.5494408,2020-07-06,6270000,대구광역시
월성종합사회복지관,대구광역시 달서구 학산로7길 39(월성동),대구광역시 달서구 월성동 273,월성종합사회복지관,053-634-4113,월성종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금(주중),,,35.83157511,128.5298717,2020-07-06,6270000,대구광역시
학산종합사회복지관,대구광역시 달서구 월성로 77(월성동),대구광역시 달서구 월성동 86,학산종합사회복지관,053-634-7230,학산종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금(주중),,,35.83004104,128.5283373,2020-07-06,6270000,대구광역시
본동종합사회복지관,대구광역시 달서구 송현로 113(송현동),대구광역시 달서구 송현동 977-2,본동종합사회복지관,053-636-5567,본동종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금(주중),,,35.82712797,128.5433262,2020-07-06,6270000,대구광역시
상인종합사회복지관,대구광역시 달서구 상화로 371(상인동),대구광역시 달서구 상인동 1563,상인종합사회복지관,053-641-1100,상인종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금(주중),,,35.80867638,128.5522443,2020-07-06,6270000,대구광역시
성서종합사회복지관,대구광역시 달서구 신당로 56(신당동),대구광역시 달서구 신당동 1844,성서종합사회복지관,053-583-1284,성서종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금(주중),,,35.85230021,128.4988203,2020-07-06,6270000,대구광역시
신당종합사회복지관,대구광역시 달서구 신당로 55(신당동),대구광역시 달서구 신당동 1846,신당종합사회복지관,053-581-8310,신당종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금(주중),,,35.85384566,128.4974502,2020-07-06,6270000,대구광역시
(사)사랑해밥차,대구광역시 달서구 대명천로 28,대구광역시 달서구 성당동 202-41,사랑해밥차,053-653-7770,대실역 네거리 만남의광장,노인 및 취약계층,중식(13:00~14:00),주1회(금),2014-05-09,,35.8390701688,128.5561741581,2020-07-06,6270000,대구광역시
자비의집 무료급식소,경상남도 진주시 유곡죽전길 7-1,경상남도 진주시 유곡동 81,부처님나라,055-748-6345,자비의집 무료급식소,결식노인,중식(11:00~12:30),월+화+수+목+금+토,2003-01-01,,35.19394261,128.0668051,2020-06-30,5310000,경상남도 진주시
중앙동무료급식소,경상남도 진주시 장대로 44,경상남도 진주시 장대동 55-19,한울타리회,055-743-0532,중앙동무료급식소,결식노인,중식(11:00~12:30),화+목,2005-01-01,,35.19545239,128.0878031,2020-06-30,5310000,경상남도 진주시
영락경로식당,경상남도 진주시 의병로 49,경상남도 진주시 유곡동 9-3,영락교회,055-747-0236,영락경로식당,결식노인,중식(12:00~13:00),화+금+일(1+2+7+8월제외),1994-01-01,,35.19735834,128.0680818,2020-06-30,5310000,경상남도 진주시
망경동경로식당,경상남도 진주시 봉수대길5번길 3,경상남도 진주시 망경동 423-14,진주참사랑봉사회,055-752-4564,망경동 경로식당,결식노인,중식(11:50~12:40),수+목(7+8월 제외),2006-01-01,,35.18166399,128.0827263,2020-06-30,5310000,경상남도 진주시
대광교회경로식당,경상남도 진주시 대신로243번길 16,경상남도 진주시 상대동 307-36,대광교회,055-761-6866,대광교회 경로식당,결식노인,중식(12:00~13:00),화+목,2005-01-01,,35.18236699,128.1154578,2020-06-30,5310000,경상남도 진주시
남강효나눔복지센터,경상남도 진주시 대평면 한들길 6,경상남도 진주시 대평면 대평리 1798-1,수자원공사,055-747-6460,남강효나눔복지센터,결식노인,중식(11:40~12:30),월+화+수+목+금,2009-06-01,,35.23021235,127.962763,2020-06-30,5310000,경상남도 진주시
대한적십자사,경상남도 진주시 가호로 26,경상남도 진주시 가좌동 660,대한적십자사,055-754-0016,가좌주공@ 소공원,결식노인,중식(11:30~12:30),수(주 1회),2008-03-01,,35.16285544,128.1105011,2020-06-30,5310000,경상남도 진주시
초계옥추어탕,경상남도 진주시 상대로69번길 11,경상남도 진주시 상대동 330-39,초계옥추어탕,055-752-3398,초계옥추어탕,결식노인,중식(11:00~12:30),넷째 일(월 1회),2008-05-01,,35.18528355,128.1196344,2020-06-30,5310000,경상남도 진주시
대신정공㈜,경상남도 진주시 동진로335번길 13,경상남도 진주시 상대동 33-40,대신정공,055-762-5200,대신정공㈜,결식노인,중식(12:30~13:00),월+화+수+목+금,2006-01-01,,35.18176066,128.1267001,2020-06-30,5310000,경상남도 진주시
참숯한우애,경상남도 진주시 모덕로233번길 5,경상남도 진주시 하대동 343-17,참숯한우애,055-756-5432,참숯한우애,결식노인,중식(12:00~13:00),첫째 금(월 1회),2011-11-01,,35.18922319,128.1192889,2020-06-30,5310000,경상남도 진주시
나눔의집,경상남도 진주시 진주대로 1178,경상남도 진주시 봉곡동 443-12,봉곡성당,055-741-7387,봉곡성당,결식노인,중식(11:00~12:00),월+화+수+목+금,1994-09-01,,35.1953086713,128.0747125763,2020-06-30,5310000,경상남도 진주시
보현의집,경상남도 진주시 진주성로 108,경상남도 진주시 상봉동 1018-3,사단법인 진주불교회,055-747-0108,보현의집,결식노인,중식(11:00~12:30),수(주 1회),2005-06-04,,35.19912962,128.075606,2020-06-30,5310000,경상남도 진주시
성불사,경상남도 진주시 명석면 가화로 664-19,경상남도 진주시 명석면 가화리 564-1,성불사,055-744-4059,상봉동 가마못공원,결식노인,중식(11:30~12:30),화(주 1회),2011-04-01,,35.23682515,127.9973915,2020-06-30,5310000,경상남도 진주시
경천교회,경기도 남양주시 오남읍 진건오남로830번길 29-8,경기도 남양주시 오남읍 양지리 140-1,경천교회,031-593-1157,경천교회,저소득 취약계층 어르신,11:00 - 13:00,목,,,37.70190138,127.2033228,2020-07-03,3990000,경기도 남양주시
칠곡사랑의집 무료급식소,경상북도 칠곡군 왜관읍 중앙로5길 18-46,경상북도 칠곡군 왜관읍 왜관리 216-17,칠곡교회연합회,054-973-4578,칠곡군 왜관읍 중앙로5길 18-46,관내 60세이상 결식이 우려되는 노인,11:30~13:00,주5회(월~금),1997-11-25,,35.99521732,128.3999035,2020-06-29,5220000,경상북도 칠곡군
장산노인복지관,부산광역시 해운대구 좌동로 126 (좌동),부산광역시 해운대구 좌동 1305-1,장산노인복지관,051-704-9141,장산노인복지관,만60세이상 저소득 어르신,중식(11:30~13:00),"월,화,수,목,금",2020-01-01,2020-12-31,35.17379535,129.1787887,2020-06-29,3330000,부산광역시 해운대구
영진종합사회복지관,부산광역시 해운대구 반여로 165 (반여동),부산광역시 해운대구 반여동 1247,영진종합사회복지관,051-529-0005,영진종합사회복지관,만60세이상 저소득 어르신,중식(11:20~12:00),"월,화,수,목,금",2020-01-01,2020-12-31,35.20575971,129.1263361,2020-06-29,3330000,부산광역시 해운대구
해운대종합사회복지관,부산광역시 해운대구 재반로12번길 16 (재송동),부산광역시 해운대구 재송동 100-9,해운대종합사회복지관,051-782-5005,해운대종합사회복지관,만60세이상 저소득 어르신,중식(11:50~12:10),"월,화,수,목,금",2020-01-01,2020-12-31,35.17967041,129.1275308,2020-06-29,3330000,부산광역시 해운대구
반여종합사회복지관,부산광역시 해운대구 재반로226번길 13-73 (반여동),부산광역시 해운대구 반여동 1291-1360,반여종합사회복지관,051-784-0552,반여종합사회복지관,만60세이상 저소득 어르신,중식(11:15~12:00),"월,화,수,목,금",2020-01-01,2020-12-31,35.19829067,129.131871,2020-06-29,3330000,부산광역시 해운대구
반송종합사회복지관,부산광역시 해운대구 아랫반송로1번길 15 (반송동),부산광역시 해운대구 반송동 697-2,반송종합사회복지관,051-544-8006,반송종합사회복지관,만60세이상 저소득 어르신,중식(11:50~13:00),"월,화,수,목,금",2020-01-01,2020-12-31,35.2264003,129.146906,2020-06-29,3330000,부산광역시 해운대구
운봉종합사회복지관,부산광역시 해운대구 신반송로 20 (반송동),부산광역시 해운대구 반송동 58-3,운봉종합사회복지관,051-543-2431,운봉종합사회복지관,만60세이상 저소득 어르신,중식(11:30~12:30),"월,화,수,목,금",2020-01-01,2020-12-31,35.22861078,129.1573931,2020-06-29,3330000,부산광역시 해운대구
반석종합사회복지관,부산광역시 해운대구 신반송로 159 (반송동),부산광역시 해운대구 반송동 880,반석종합사회복지관,051-542-0196,반석종합사회복지관,만60세이상 저소득 어르신,중식(11:50~12:10),"월,화,수,목,금",2020-01-01,2020-12-31,35.22850858,129.1625125,2020-06-29,3330000,부산광역시 해운대구
한마음노숙선교회,대구광역시 동구 신암남로24길 65-2 (신암동),대구광역시 동구 신암동 359-2,한마음노숙선교회,,대구광역시 동구 신암남로24길 65-2 (신암동),"저소득노인, 노숙인",17:00~19:00,목+토,,2019-03-31,35.88206798,128.6325736,2020-07-02,3420000,대구광역시 동구
